area_type,route_type,hour,day_of_week,weather,rainfall_mm,traffic_index,passenger_load_pct,scheduled_headway_min,stop_count,distance_km,road_condition,previous_delay_min,special_event,delay_minutes,delay_category
Rural,Feeder Bus,12,2,Clear,1.2,27.46,61.57,12.41,15,12.65,Average,0.0,0,5.59,Moderate Delay
Urban,Local Bus,10,4,Clear,5.81,81.3,18.93,21.42,15,15.35,Average,3.85,0,15.09,Major Delay
Urban,Express Bus,19,2,Cloudy,1.95,44.09,59.22,19.08,24,12.19,Good,0.88,0,13.72,Moderate Delay
Urban,Local Bus,15,6,Clear,8.26,53.22,10.0,9.44,23,12.25,Good,0.44,0,9.58,Moderate Delay
Urban,Express Bus,7,3,Clear,6.32,29.42,88.92,13.89,24,11.35,Good,13.69,0,14.11,Moderate Delay
Urban,Express Bus,6,3,Heavy Rain,9.33,17.55,67.55,13.76,17,13.67,Good,12.47,0,20.37,Major Delay
Rural,Express Bus,19,4,Clear,2.33,41.59,41.64,7.81,5,9.2,Good,0.0,0,9.19,Moderate Delay
Urban,Local Bus,18,1,Rain,1.81,77.97,60.53,14.99,12,10.35,Average,3.7,0,21.21,Major Delay
Urban,Local Bus,11,3,Clear,1.23,31.85,63.0,14.48,7,6.5,Good,0.0,1,6.69,Moderate Delay
Urban,Local Bus,20,5,Clear,12.3,85.09,67.66,16.25,9,9.65,Poor,9.25,0,22.56,Major Delay
Urban,Local Bus,7,5,Clear,0.51,34.82,59.39,14.42,27,2.0,Average,4.61,0,9.97,Moderate Delay
Urban,Local Bus,20,1,Heavy Rain,0.41,23.43,76.9,10.0,8,11.14,Good,10.83,1,23.37,Major Delay
Rural,Feeder Bus,6,0,Cloudy,3.79,53.83,32.64,28.68,7,14.08,Average,0.0,0,15.99,Major Delay
Urban,Local Bus,16,1,Rain,1.77,63.62,55.42,15.3,11,10.67,Good,0.0,0,16.47,Major Delay
Rural,Feeder Bus,20,5,Clear,8.76,52.33,93.73,21.8,20,15.61,Good,2.41,0,15.47,Major Delay
Urban,Local Bus,16,1,Rain,0.35,51.47,50.97,16.63,6,17.68,Poor,0.51,0,14.83,Moderate Delay
Urban,Express Bus,19,0,Cloudy,2.63,84.87,62.83,23.04,6,10.92,Average,3.04,0,19.25,Major Delay
Urban,Express Bus,11,4,Cloudy,0.14,50.18,38.1,9.34,31,6.02,Good,9.43,0,13.16,Moderate Delay
Rural,Express Bus,10,6,Rain,2.16,37.18,100.0,13.47,29,16.46,Poor,5.84,0,13.17,Moderate Delay
Rural,Express Bus,9,1,Rain,3.7,21.94,63.71,11.31,11,15.45,Poor,2.02,0,14.08,Moderate Delay
Urban,Express Bus,7,0,Cloudy,3.09,77.29,32.83,10.57,21,13.24,Average,3.77,0,15.74,Major Delay
Rural,Feeder Bus,9,0,Clear,2.86,38.21,79.81,15.61,27,8.38,Average,0.0,0,13.41,Moderate Delay
Urban,Express Bus,9,0,Rain,6.37,40.45,36.54,12.52,11,12.89,Average,0.0,0,17.78,Major Delay
Rural,Local Bus,18,1,Clear,0.89,72.19,71.68,5.44,21,9.44,Average,9.56,0,14.5,Moderate Delay
Urban,Local Bus,8,1,Heavy Rain,4.88,95.25,78.6,12.18,30,7.33,Average,0.0,0,26.86,Major Delay
Urban,Express Bus,7,4,Clear,2.73,53.78,98.53,11.68,6,12.8,Average,10.67,0,13.88,Moderate Delay
Rural,Local Bus,18,1,Clear,2.2,44.85,62.48,19.28,8,6.13,Average,1.97,0,13.37,Moderate Delay
Urban,Local Bus,14,3,Clear,5.43,47.87,58.98,5.32,30,14.78,Good,4.17,0,12.96,Moderate Delay
Urban,Express Bus,8,2,Cloudy,4.02,37.52,17.46,10.92,32,12.41,Good,7.65,0,12.92,Moderate Delay
Urban,Local Bus,17,4,Clear,5.19,39.82,48.87,9.5,25,10.44,Good,8.24,0,20.94,Major Delay
Urban,Express Bus,8,4,Rain,17.0,39.94,43.71,18.47,34,10.79,Good,0.93,0,9.83,Moderate Delay
Rural,Express Bus,19,4,Cloudy,2.7,68.95,54.38,10.73,27,5.63,Good,3.86,0,20.06,Major Delay
Rural,Express Bus,5,6,Clear,0.93,45.97,47.6,20.28,24,5.93,Average,3.41,0,21.84,Major Delay
Rural,Express Bus,15,1,Cloudy,12.21,79.26,73.72,13.72,5,19.66,Poor,5.39,1,16.73,Major Delay
Urban,Feeder Bus,15,3,Rain,2.1,45.33,46.81,16.94,30,10.25,Good,4.47,0,19.94,Major Delay
Urban,Express Bus,11,2,Rain,6.33,39.56,67.51,20.63,14,3.88,Good,0.0,0,14.28,Moderate Delay
Urban,Feeder Bus,17,3,Clear,3.08,77.39,55.69,6.79,29,15.59,Average,4.25,0,20.83,Major Delay
Urban,Local Bus,11,0,Heavy Rain,0.7,48.5,45.55,12.52,5,5.88,Good,0.0,0,13.82,Moderate Delay
Urban,Express Bus,16,2,Clear,3.97,45.09,43.73,16.53,18,13.88,Average,3.52,1,10.1,Moderate Delay
Rural,Express Bus,9,6,Cloudy,1.33,48.77,62.66,15.19,23,18.37,Average,4.09,1,14.97,Moderate Delay
Rural,Local Bus,15,5,Rain,1.57,81.73,85.41,6.22,8,9.91,Average,0.0,0,15.84,Major Delay
Rural,Local Bus,18,2,Clear,3.1,55.04,43.38,18.18,16,16.79,Good,2.09,0,8.41,Moderate Delay
Urban,Express Bus,22,0,Clear,0.21,76.74,58.95,14.29,7,14.67,Good,0.93,0,7.08,Moderate Delay
Urban,Local Bus,11,4,Cloudy,6.19,42.6,67.68,14.77,19,18.87,Average,1.03,0,18.58,Major Delay
Urban,Feeder Bus,13,2,Clear,1.82,73.06,57.6,12.67,8,13.91,Good,7.29,0,18.14,Major Delay
Urban,Local Bus,13,2,Clear,7.03,53.47,22.8,3.0,12,8.36,Good,5.81,0,8.61,Moderate Delay
Urban,Local Bus,20,0,Clear,6.78,68.3,67.58,17.27,20,2.0,Good,8.31,0,24.78,Major Delay
Urban,Express Bus,22,2,Rain,2.58,70.23,27.87,17.53,18,7.04,Average,13.89,0,10.9,Moderate Delay
Urban,Local Bus,16,1,Clear,3.7,26.34,28.15,11.47,6,8.49,Average,8.99,0,7.58,Moderate Delay
Rural,Local Bus,19,0,Clear,4.93,49.66,31.91,5.09,29,15.96,Average,0.0,0,8.51,Moderate Delay
Urban,Express Bus,6,4,Heavy Rain,2.09,70.02,54.76,10.79,19,17.07,Average,0.22,0,13.07,Moderate Delay
Rural,Local Bus,18,6,Rain,0.12,73.68,38.73,19.97,13,5.52,Good,10.21,0,20.65,Major Delay
Urban,Local Bus,19,0,Cloudy,3.93,76.83,29.29,11.55,13,17.11,Poor,1.53,0,16.92,Major Delay
Urban,Express Bus,17,0,Cloudy,8.65,50.41,65.6,14.14,8,7.13,Average,1.19,0,12.62,Moderate Delay
Urban,Express Bus,15,0,Clear,1.26,83.42,57.46,12.0,31,6.83,Good,5.17,0,11.7,Moderate Delay
Urban,Express Bus,21,3,Clear,7.4,32.88,73.15,15.89,27,4.08,Average,2.08,0,7.01,Moderate Delay
Urban,Local Bus,16,5,Clear,0.56,13.62,43.41,6.1,7,12.69,Good,12.05,0,5.35,Moderate Delay
Urban,Local Bus,20,2,Clear,2.38,41.61,56.73,12.79,31,8.07,Poor,2.69,0,10.93,Moderate Delay
Rural,Feeder Bus,8,0,Clear,2.83,75.5,74.01,20.58,25,17.57,Good,15.56,1,18.97,Major Delay
Urban,Express Bus,16,0,Cloudy,3.17,23.02,31.73,8.5,25,6.46,Good,0.7,0,9.41,Moderate Delay
Urban,Local Bus,12,4,Clear,1.01,14.19,44.77,12.35,7,14.66,Poor,0.21,0,9.14,Moderate Delay
Urban,Feeder Bus,20,2,Clear,0.58,8.43,77.86,20.32,13,4.94,Average,0.0,0,3.28,On Time / Minor
Urban,Local Bus,20,2,Rain,2.49,64.93,58.39,18.48,20,16.16,Good,0.0,0,20.41,Major Delay
Urban,Express Bus,20,1,Clear,5.58,14.71,54.99,16.71,25,11.59,Average,7.12,0,16.45,Major Delay
Urban,Express Bus,8,6,Rain,1.24,60.63,57.23,16.33,15,12.46,Average,0.0,0,10.22,Moderate Delay
Rural,Feeder Bus,13,2,Clear,2.74,40.45,82.46,16.24,29,9.21,Good,0.0,0,6.59,Moderate Delay
Rural,Feeder Bus,5,4,Cloudy,17.01,30.28,57.52,12.62,21,8.92,Average,6.1,1,17.95,Major Delay
Rural,Local Bus,22,5,Clear,4.27,25.03,58.91,20.61,30,13.48,Average,0.0,0,5.0,Moderate Delay
Urban,Express Bus,9,0,Clear,2.48,52.74,57.67,11.19,7,20.04,Average,0.0,0,7.16,Moderate Delay
Urban,Local Bus,16,1,Rain,3.04,30.65,25.68,8.03,13,5.75,Poor,3.24,0,21.24,Major Delay
Rural,Express Bus,13,6,Clear,14.37,47.89,68.05,5.7,20,9.3,Average,5.54,0,10.21,Moderate Delay
Urban,Express Bus,21,6,Clear,5.77,57.23,41.58,10.3,28,7.94,Average,1.82,0,11.57,Moderate Delay
Urban,Local Bus,19,2,Clear,1.33,62.09,32.76,10.22,20,3.44,Average,5.68,0,10.86,Moderate Delay
Urban,Local Bus,18,1,Cloudy,6.27,69.49,23.07,9.73,13,3.38,Good,0.0,0,16.26,Major Delay
Rural,Local Bus,16,2,Clear,0.79,51.79,27.22,6.95,30,7.34,Good,11.07,0,12.36,Moderate Delay
Urban,Local Bus,7,6,Cloudy,3.57,23.85,12.61,16.24,6,9.02,Poor,8.05,0,18.25,Major Delay
Rural,Local Bus,21,4,Cloudy,10.02,58.71,37.5,8.32,6,18.08,Average,0.0,0,10.0,Moderate Delay
Rural,Feeder Bus,6,0,Cloudy,3.61,63.09,49.31,17.29,15,15.95,Good,2.56,1,8.96,Moderate Delay
Urban,Local Bus,13,5,Rain,0.7,43.82,79.23,18.33,8,6.9,Good,0.0,0,12.82,Moderate Delay
Rural,Express Bus,11,1,Clear,3.26,41.38,59.21,29.44,14,14.86,Good,8.15,0,5.26,Moderate Delay
Urban,Feeder Bus,12,2,Rain,9.95,100.0,63.07,11.27,34,7.0,Good,0.0,0,15.74,Major Delay
Urban,Express Bus,22,3,Clear,1.21,18.26,83.59,13.04,17,10.56,Good,0.81,0,5.5,Moderate Delay
Urban,Local Bus,9,2,Clear,6.18,59.35,10.0,9.52,19,12.62,Average,2.03,0,9.49,Moderate Delay
Rural,Feeder Bus,15,4,Cloudy,10.44,72.06,65.83,6.97,16,21.55,Good,0.0,0,15.29,Major Delay
Urban,Express Bus,8,1,Cloudy,4.83,40.15,64.3,11.48,26,12.34,Average,0.0,0,15.21,Major Delay
Urban,Express Bus,21,6,Clear,3.4,44.12,74.47,9.34,16,3.61,Poor,5.36,0,10.4,Moderate Delay
Urban,Feeder Bus,18,4,Heavy Rain,1.35,38.77,22.07,6.9,13,14.72,Poor,1.01,0,27.52,Major Delay
Urban,Express Bus,12,2,Heavy Rain,1.59,48.01,46.52,15.42,5,16.69,Average,7.86,0,14.77,Moderate Delay
Urban,Local Bus,6,6,Clear,2.45,68.69,39.38,7.57,23,15.44,Good,7.21,0,16.99,Major Delay
Urban,Feeder Bus,7,3,Cloudy,6.33,43.44,32.24,17.4,28,6.03,Average,0.0,0,4.0,On Time / Minor
Urban,Local Bus,9,2,Rain,20.45,100.0,100.0,19.13,17,11.62,Average,1.23,0,21.53,Major Delay
Rural,Feeder Bus,12,0,Heavy Rain,1.23,37.59,46.68,8.81,14,10.91,Good,1.23,0,8.75,Moderate Delay
Urban,Local Bus,20,6,Cloudy,5.57,79.68,76.54,22.39,29,19.85,Poor,1.48,0,18.45,Major Delay
Rural,Local Bus,7,5,Clear,8.39,60.51,72.11,16.41,33,14.08,Average,10.87,0,20.38,Major Delay
Urban,Local Bus,15,1,Cloudy,3.35,50.49,29.2,13.56,18,19.58,Average,4.46,0,14.72,Moderate Delay
Urban,Local Bus,11,6,Clear,3.2,81.83,47.5,3.33,11,7.45,Good,0.0,0,9.19,Moderate Delay
Urban,Feeder Bus,5,5,Cloudy,0.34,11.2,59.21,3.72,25,9.92,Good,0.23,0,10.34,Moderate Delay
Urban,Local Bus,16,2,Cloudy,3.93,57.78,65.91,23.44,23,8.31,Poor,1.19,0,17.55,Major Delay
Rural,Express Bus,17,6,Cloudy,3.04,31.52,64.61,21.92,14,15.89,Good,5.62,0,8.03,Moderate Delay
Urban,Local Bus,22,3,Clear,2.17,37.97,93.06,23.6,29,16.7,Good,12.51,0,18.34,Major Delay
Urban,Feeder Bus,14,4,Clear,4.62,36.89,76.21,25.14,11,12.95,Average,7.44,0,12.97,Moderate Delay
Urban,Local Bus,10,1,Cloudy,0.9,25.83,71.14,22.25,6,11.47,Average,2.99,0,11.54,Moderate Delay
Rural,Local Bus,20,0,Clear,1.18,9.99,77.37,15.43,11,13.09,Good,0.0,0,16.8,Major Delay
Urban,Local Bus,9,3,Clear,4.02,56.94,85.06,17.36,27,4.09,Good,10.61,0,15.72,Major Delay
Urban,Express Bus,17,2,Clear,12.19,46.48,45.54,9.89,21,8.94,Average,2.02,0,8.91,Moderate Delay
Rural,Feeder Bus,21,6,Rain,2.68,41.09,26.41,15.43,25,9.35,Poor,0.0,0,18.35,Major Delay
Rural,Feeder Bus,5,0,Clear,3.36,65.46,45.87,18.47,19,10.93,Average,5.29,0,14.1,Moderate Delay
Rural,Local Bus,21,5,Cloudy,3.24,58.39,30.53,18.59,8,7.74,Average,0.0,0,2.76,On Time / Minor
Urban,Local Bus,8,4,Cloudy,0.84,41.86,38.34,13.25,26,6.75,Good,6.8,1,9.76,Moderate Delay
Urban,Local Bus,13,6,Rain,2.32,100.0,60.0,3.0,25,3.01,Average,1.53,0,20.78,Major Delay
Urban,Local Bus,9,6,Cloudy,3.83,71.41,46.93,4.92,30,13.16,Average,1.97,0,15.44,Major Delay
Rural,Express Bus,7,6,Clear,3.74,100.0,70.96,16.86,8,4.14,Average,0.0,0,13.27,Moderate Delay
Urban,Local Bus,17,2,Clear,4.99,38.46,64.07,10.97,6,16.0,Average,8.89,0,14.36,Moderate Delay
Rural,Express Bus,13,4,Clear,0.79,53.74,65.29,17.99,14,12.62,Good,0.0,0,9.47,Moderate Delay
Urban,Feeder Bus,14,1,Rain,1.51,19.52,32.7,6.7,28,15.43,Good,0.0,1,17.6,Major Delay
Urban,Local Bus,13,3,Cloudy,0.21,40.4,40.45,22.17,8,6.54,Average,4.45,0,4.43,On Time / Minor
Rural,Local Bus,18,1,Rain,10.71,34.57,19.8,8.37,30,20.32,Good,2.77,0,12.43,Moderate Delay
Urban,Local Bus,22,1,Rain,1.96,100.0,69.36,22.86,33,22.1,Average,14.98,1,31.69,Major Delay
Rural,Local Bus,14,3,Rain,4.23,32.07,96.44,4.69,26,11.15,Average,0.0,0,18.65,Major Delay
Urban,Local Bus,7,0,Heavy Rain,3.15,42.62,61.58,17.62,33,12.97,Good,1.58,0,24.11,Major Delay
Urban,Express Bus,10,3,Cloudy,0.02,14.57,63.35,8.41,25,10.94,Average,7.43,0,21.83,Major Delay
Urban,Local Bus,13,2,Clear,0.58,60.28,47.37,13.95,7,16.04,Average,1.28,0,16.35,Major Delay
Urban,Express Bus,6,1,Clear,3.01,27.29,53.67,20.46,33,14.96,Poor,3.48,0,14.15,Moderate Delay
Urban,Feeder Bus,9,3,Cloudy,5.5,69.13,83.49,19.41,28,2.12,Good,16.42,0,14.34,Moderate Delay
Urban,Feeder Bus,8,5,Rain,5.09,6.87,59.82,9.06,31,6.87,Good,3.83,0,20.22,Major Delay
Urban,Express Bus,22,4,Cloudy,0.45,45.2,70.79,10.32,8,12.96,Good,10.5,0,16.06,Major Delay
Urban,Local Bus,12,0,Clear,0.84,5.55,84.02,4.56,16,14.87,Good,6.75,0,13.54,Moderate Delay
Urban,Local Bus,20,3,Rain,4.67,36.72,80.01,3.25,10,11.75,Average,7.19,0,26.63,Major Delay
Urban,Local Bus,14,4,Clear,5.05,41.39,58.65,9.0,24,2.52,Good,2.51,0,13.38,Moderate Delay
Urban,Feeder Bus,14,4,Clear,0.4,34.22,60.12,8.87,23,13.78,Good,0.0,0,11.37,Moderate Delay
Urban,Feeder Bus,21,2,Rain,4.64,36.5,50.27,4.96,21,20.12,Poor,8.94,0,24.74,Major Delay
Urban,Local Bus,17,0,Cloudy,2.98,70.34,67.98,12.77,9,2.0,Good,6.28,0,17.1,Major Delay
Rural,Local Bus,9,0,Clear,2.41,98.01,49.73,13.81,8,15.7,Good,6.18,1,20.34,Major Delay
Rural,Local Bus,10,2,Clear,12.51,55.8,65.0,13.92,34,20.16,Poor,2.75,0,13.18,Moderate Delay
Urban,Local Bus,16,4,Cloudy,2.69,28.22,78.77,9.21,11,15.72,Average,0.26,0,15.08,Major Delay
Urban,Feeder Bus,5,5,Clear,1.68,49.47,24.28,10.53,33,10.6,Good,10.11,1,13.9,Moderate Delay
Urban,Local Bus,7,4,Clear,6.71,39.85,20.85,12.1,20,15.48,Poor,5.13,0,15.56,Major Delay
Urban,Local Bus,6,2,Cloudy,6.45,68.46,57.11,18.9,5,10.57,Average,0.0,0,12.38,Moderate Delay
Urban,Local Bus,17,3,Cloudy,10.21,54.62,71.38,9.94,18,13.71,Good,3.23,0,14.1,Moderate Delay
Urban,Local Bus,12,0,Clear,6.06,11.71,63.74,3.93,31,11.42,Good,1.98,0,15.45,Major Delay
Urban,Local Bus,5,5,Cloudy,5.84,73.25,33.78,12.07,22,11.56,Poor,0.0,0,12.8,Moderate Delay
Rural,Feeder Bus,18,2,Cloudy,3.25,70.24,75.99,11.38,33,7.19,Good,0.0,1,11.4,Moderate Delay
Urban,Local Bus,16,3,Clear,0.91,82.39,96.17,4.31,28,8.68,Average,16.48,0,20.91,Major Delay
Urban,Express Bus,17,3,Clear,5.19,36.12,40.63,11.6,31,19.12,Good,0.0,0,16.62,Major Delay
Rural,Local Bus,7,2,Clear,0.77,54.92,43.5,8.69,29,7.9,Good,0.0,0,11.42,Moderate Delay
Rural,Local Bus,20,1,Clear,3.25,20.75,58.51,13.53,25,2.0,Poor,0.0,0,14.44,Moderate Delay
Urban,Local Bus,8,6,Rain,3.15,46.82,55.48,16.52,13,28.58,Poor,0.0,0,20.14,Major Delay
Urban,Local Bus,15,0,Clear,3.24,57.13,82.06,10.78,23,8.82,Good,0.0,0,22.59,Major Delay
Urban,Local Bus,15,6,Heavy Rain,1.95,33.37,63.67,17.07,12,9.66,Good,0.0,0,20.71,Major Delay
Urban,Local Bus,8,0,Clear,21.87,55.87,52.17,12.16,24,8.99,Average,12.08,0,17.3,Major Delay
Rural,Feeder Bus,11,0,Cloudy,3.64,51.86,46.21,12.41,23,11.08,Average,8.03,0,13.08,Moderate Delay
Urban,Express Bus,5,6,Cloudy,8.04,37.65,27.45,12.15,28,7.2,Good,2.2,0,6.74,Moderate Delay
Rural,Feeder Bus,13,6,Rain,4.63,80.14,85.39,12.84,16,18.45,Good,11.87,0,25.13,Major Delay
Urban,Local Bus,17,6,Rain,17.3,42.61,70.55,5.74,13,10.0,Poor,1.12,0,16.45,Major Delay
Urban,Express Bus,10,5,Cloudy,4.68,51.06,56.19,3.03,33,5.77,Good,0.0,0,10.03,Moderate Delay
Rural,Express Bus,14,3,Clear,3.66,14.26,60.17,20.71,14,2.0,Good,1.33,0,8.76,Moderate Delay
Urban,Local Bus,22,0,Heavy Rain,0.52,59.94,55.85,15.27,24,16.47,Good,0.0,1,28.49,Major Delay
Urban,Local Bus,9,4,Heavy Rain,0.56,37.03,22.69,10.74,31,8.8,Good,0.0,0,19.61,Major Delay
Rural,Local Bus,10,3,Heavy Rain,1.58,70.02,29.58,20.38,12,12.88,Average,6.8,0,20.4,Major Delay
Rural,Express Bus,7,5,Clear,2.59,17.84,53.92,31.19,16,6.35,Good,5.16,0,8.16,Moderate Delay
Urban,Local Bus,14,0,Clear,0.66,57.91,53.58,5.0,8,11.47,Average,0.0,0,13.23,Moderate Delay
Urban,Local Bus,8,0,Clear,3.62,0.0,57.76,13.77,10,10.86,Good,5.84,0,19.27,Major Delay
Urban,Feeder Bus,20,4,Rain,3.48,62.16,91.95,18.0,26,15.6,Good,6.04,0,21.55,Major Delay
Urban,Local Bus,10,5,Clear,13.86,43.98,52.27,4.22,8,11.83,Poor,0.48,0,16.19,Major Delay
Urban,Feeder Bus,16,6,Clear,15.55,57.19,42.74,4.84,14,5.39,Average,0.0,1,16.28,Major Delay
Urban,Feeder Bus,8,3,Cloudy,6.72,34.2,59.06,19.72,9,23.01,Good,7.46,0,17.34,Major Delay
Rural,Feeder Bus,10,2,Clear,6.9,26.17,30.06,13.67,10,13.17,Good,5.74,0,6.89,Moderate Delay
Rural,Express Bus,8,3,Rain,9.27,38.01,61.11,9.84,29,6.28,Average,12.2,0,19.16,Major Delay
Rural,Local Bus,14,3,Clear,4.72,52.42,43.5,4.16,12,11.95,Average,5.68,0,13.31,Moderate Delay
Rural,Express Bus,5,4,Rain,9.71,61.26,62.5,15.96,19,12.96,Average,0.0,0,10.05,Moderate Delay
Rural,Express Bus,6,1,Clear,0.44,54.99,54.39,5.59,25,13.42,Average,0.0,0,9.7,Moderate Delay
Rural,Express Bus,14,2,Cloudy,7.6,26.45,55.17,7.89,32,12.82,Good,2.41,0,8.68,Moderate Delay
Rural,Local Bus,14,3,Cloudy,0.72,90.27,70.53,8.27,24,12.23,Poor,7.54,1,21.07,Major Delay
Urban,Local Bus,10,5,Clear,0.89,55.65,72.69,11.97,17,15.59,Good,5.1,0,22.53,Major Delay
Urban,Local Bus,12,5,Clear,9.17,33.69,98.66,7.39,8,14.64,Good,0.42,0,13.15,Moderate Delay
Urban,Local Bus,12,5,Rain,1.38,57.76,71.89,8.3,18,14.73,Average,0.0,0,19.11,Major Delay
Urban,Express Bus,18,1,Cloudy,0.93,53.89,53.1,19.67,24,2.12,Good,10.84,0,15.74,Major Delay
Urban,Feeder Bus,13,2,Clear,5.05,43.97,45.35,15.01,5,2.33,Good,10.61,0,10.18,Moderate Delay
Urban,Express Bus,20,3,Rain,1.2,41.27,64.94,14.09,23,7.03,Good,0.0,0,12.61,Moderate Delay
Urban,Express Bus,8,6,Clear,0.94,70.65,87.23,16.62,5,9.76,Average,6.82,0,19.96,Major Delay
Urban,Local Bus,8,2,Clear,0.35,87.74,75.13,7.65,29,7.2,Average,4.78,0,24.96,Major Delay
Urban,Local Bus,12,6,Clear,1.86,1.17,43.75,16.18,33,5.92,Average,6.92,0,16.12,Major Delay
Rural,Local Bus,6,5,Clear,6.66,76.3,67.05,16.56,7,12.19,Good,11.09,0,13.55,Moderate Delay
Rural,Local Bus,17,4,Clear,7.6,48.46,62.44,7.86,33,6.64,Good,10.63,0,18.13,Major Delay
Urban,Local Bus,12,4,Clear,2.45,53.44,78.98,17.58,13,2.0,Average,6.03,1,13.98,Moderate Delay
Urban,Local Bus,11,5,Clear,13.62,79.09,64.03,15.41,7,4.21,Average,2.28,0,14.65,Moderate Delay
Urban,Local Bus,14,4,Clear,5.33,0.0,63.28,15.57,29,7.95,Average,2.0,0,8.56,Moderate Delay
Rural,Express Bus,6,4,Cloudy,9.32,66.74,34.37,24.0,14,9.71,Good,2.41,1,13.62,Moderate Delay
Rural,Local Bus,11,2,Cloudy,1.61,77.5,73.84,14.73,18,15.49,Good,17.15,0,23.09,Major Delay
Urban,Local Bus,22,2,Clear,2.22,32.16,30.19,8.46,34,13.17,Good,3.73,0,8.75,Moderate Delay
Rural,Local Bus,16,4,Clear,2.62,15.94,59.79,14.78,32,2.0,Average,7.4,0,19.29,Major Delay
Urban,Express Bus,15,5,Cloudy,2.19,85.72,46.98,14.08,21,18.26,Average,5.58,0,16.73,Major Delay
Urban,Express Bus,14,4,Cloudy,3.43,7.6,45.8,7.35,25,10.0,Poor,0.0,0,9.73,Moderate Delay
Rural,Local Bus,13,6,Rain,4.64,57.63,69.65,3.0,13,11.35,Good,5.89,0,17.2,Major Delay
Urban,Local Bus,21,4,Clear,4.35,71.53,57.94,13.61,6,11.61,Average,0.19,0,18.7,Major Delay
Urban,Feeder Bus,21,2,Clear,14.91,57.12,10.13,19.66,26,6.74,Average,0.0,0,15.64,Major Delay
Urban,Express Bus,12,4,Clear,15.9,60.99,54.04,19.72,18,13.82,Good,6.47,0,15.93,Major Delay
Urban,Express Bus,21,4,Cloudy,0.18,41.9,50.23,15.7,32,2.0,Average,0.0,0,9.77,Moderate Delay
Rural,Local Bus,6,6,Clear,11.49,58.64,83.15,23.42,13,17.7,Average,7.89,0,12.28,Moderate Delay
Rural,Feeder Bus,10,1,Clear,14.2,31.71,33.15,15.05,11,11.94,Good,6.35,0,11.04,Moderate Delay
Urban,Feeder Bus,10,1,Clear,0.07,34.68,96.34,12.82,27,12.82,Good,9.82,0,17.24,Major Delay
Urban,Local Bus,17,1,Cloudy,6.41,48.82,75.13,15.22,20,13.63,Good,5.9,0,15.95,Major Delay
Rural,Express Bus,15,0,Clear,3.53,12.58,52.44,9.6,9,8.79,Average,0.0,0,5.01,Moderate Delay
Urban,Local Bus,13,4,Cloudy,13.6,61.27,49.62,6.4,24,17.36,Good,9.07,0,13.11,Moderate Delay
Rural,Express Bus,9,6,Clear,12.85,0.0,45.23,8.13,31,7.37,Good,9.33,0,13.79,Moderate Delay
Urban,Local Bus,14,4,Clear,28.93,56.34,64.39,11.12,23,6.0,Good,7.97,0,13.42,Moderate Delay
Urban,Local Bus,9,0,Clear,6.64,58.51,42.24,19.2,26,11.75,Average,7.17,0,19.98,Major Delay
Rural,Feeder Bus,13,2,Heavy Rain,5.55,29.73,55.65,5.32,9,4.11,Poor,0.0,0,18.01,Major Delay
Urban,Feeder Bus,11,6,Clear,1.19,19.62,36.27,8.16,22,8.17,Poor,7.78,0,14.32,Moderate Delay
Urban,Local Bus,20,0,Clear,1.81,38.61,72.26,18.83,25,12.3,Average,0.0,0,11.62,Moderate Delay
Urban,Feeder Bus,18,4,Rain,5.82,62.71,61.39,11.86,21,14.68,Good,0.39,0,18.76,Major Delay
Urban,Local Bus,8,3,Clear,1.7,55.95,48.64,12.8,33,10.81,Good,0.0,0,14.03,Moderate Delay
Rural,Local Bus,21,6,Clear,3.5,22.43,53.16,11.75,33,6.48,Average,0.0,1,10.94,Moderate Delay
Urban,Feeder Bus,16,3,Clear,0.25,50.43,44.14,25.6,21,9.31,Average,4.39,0,11.24,Moderate Delay
Rural,Local Bus,11,3,Cloudy,3.78,54.03,64.27,17.36,30,7.66,Average,3.34,0,11.82,Moderate Delay
Rural,Local Bus,14,5,Clear,0.1,53.05,32.9,15.51,7,10.51,Good,10.14,0,5.2,Moderate Delay
Urban,Express Bus,8,5,Rain,9.04,25.31,76.04,15.18,32,7.9,Poor,9.53,0,24.01,Major Delay
Urban,Local Bus,5,3,Rain,3.99,51.58,61.47,16.46,9,6.11,Good,4.38,0,10.65,Moderate Delay
Rural,Local Bus,12,5,Cloudy,1.53,69.11,49.03,25.09,29,5.49,Average,7.44,0,16.46,Major Delay
Rural,Local Bus,19,5,Clear,2.8,60.35,69.75,11.76,18,2.0,Poor,2.98,0,25.72,Major Delay
Urban,Express Bus,11,3,Rain,1.73,57.46,65.77,15.01,15,16.41,Average,2.95,1,14.41,Moderate Delay
Urban,Local Bus,11,5,Rain,1.09,85.78,37.09,14.17,30,14.58,Average,4.13,0,20.94,Major Delay
Urban,Local Bus,22,2,Rain,2.04,51.86,84.15,19.42,10,4.86,Average,2.75,0,15.14,Major Delay
Urban,Express Bus,22,2,Clear,2.06,28.64,10.0,24.23,22,14.25,Average,4.56,0,9.61,Moderate Delay
Urban,Local Bus,13,0,Cloudy,2.48,28.71,79.79,10.47,13,11.21,Average,6.82,0,8.89,Moderate Delay
Urban,Local Bus,5,4,Rain,0.02,52.05,54.74,16.72,12,4.54,Good,0.0,0,14.8,Moderate Delay
